nohup: ignoring input
***** Case No.641 *****
BLEU Score: 0.080978
METEOR Score: 0.391579
ROUGE Score: 0.142857
***** Case No.642 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.643 *****
BLEU Score: 0.079946
METEOR Score: 0.380271
ROUGE Score: 0.173913
***** Case No.644 *****
BLEU Score: 0.079946
METEOR Score: 0.380271
ROUGE Score: 0.173913
***** Case No.645 *****
BLEU Score: 0.225278
METEOR Score: 0.498691
ROUGE Score: 0.434783
***** Case No.646 *****
BLEU Score: 0.074593
METEOR Score: 0.360352
ROUGE Score: 0.137931
***** Case No.647 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 1.000000
***** Case No.648 *****
BLEU Score: 0.279616
METEOR Score: 0.607639
ROUGE Score: 0.294118
***** Case No.649 *****
BLEU Score: 0.715378
METEOR Score: 0.900541
ROUGE Score: 0.722222
***** Case No.650 *****
BLEU Score: 0.424013
METEOR Score: 0.661458
ROUGE Score: 0.500000
***** Case No.651 *****
BLEU Score: 0.352186
METEOR Score: 0.789386
ROUGE Score: 0.461538
***** Case No.652 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.653 *****
BLEU Score: 0.074645
METEOR Score: 0.643269
ROUGE Score: 0.060606
***** Case No.654 *****
BLEU Score: 0.411269
METEOR Score: 0.859854
ROUGE Score: 0.526316
***** Case No.655 *****
BLEU Score: 0.200902
METEOR Score: 0.827179
ROUGE Score: 0.285714
***** Case No.656 *****
BLEU Score: 0.569889
METEOR Score: 0.820212
ROUGE Score: 0.540541
***** Case No.657 *****
BLEU Score: 0.292182
METEOR Score: 0.713027
ROUGE Score: 0.437500
***** Case No.658 *****
BLEU Score: 0.608670
METEOR Score: 0.922843
ROUGE Score: 0.640000
***** Case No.659 *****
BLEU Score: 0.040261
METEOR Score: 0.360714
ROUGE Score: 0.083333
***** Case No.660 *****
BLEU Score: 0.397301
METEOR Score: 0.731611
ROUGE Score: 0.428571
***** Case No.661 *****
BLEU Score: 0.349199
METEOR Score: 0.825432
ROUGE Score: 0.344828
***** Case No.662 *****
BLEU Score: 0.365450
METEOR Score: 0.510204
ROUGE Score: 0.400000
***** Case No.663 *****
BLEU Score: 0.625849
METEOR Score: 0.811173
ROUGE Score: 0.692308
***** Case No.664 *****
BLEU Score: 0.478647
METEOR Score: 0.694435
ROUGE Score: 0.444444
***** Case No.665 *****
BLEU Score: 0.580224
METEOR Score: 0.676073
ROUGE Score: 0.620690
***** Case No.666 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 1.000000
***** Case No.667 *****
BLEU Score: 0.585785
METEOR Score: 0.816076
ROUGE Score: 0.628571
***** Case No.668 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.669 *****
BLEU Score: 0.359414
METEOR Score: 0.686711
ROUGE Score: 0.400000
***** Case No.670 *****
BLEU Score: 0.721957
METEOR Score: 0.867122
ROUGE Score: 0.693878
***** Case No.671 *****
BLEU Score: 1.000000
METEOR Score: 0.999927
ROUGE Score: 1.000000
***** Case No.672 *****
BLEU Score: 0.611820
METEOR Score: 0.771766
ROUGE Score: 0.631579
***** Case No.673 *****
BLEU Score: 0.250563
METEOR Score: 0.647647
ROUGE Score: 0.344828
***** Case No.674 *****
BLEU Score: 0.158378
METEOR Score: 0.558743
ROUGE Score: 0.258065
***** Case No.675 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.676 *****
BLEU Score: 0.030318
METEOR Score: 0.426794
ROUGE Score: 0.057143
***** Case No.677 *****
BLEU Score: 0.021318
METEOR Score: 0.314532
ROUGE Score: 0.080000
***** Case No.678 *****
BLEU Score: 0.021787
METEOR Score: 0.536376
ROUGE Score: 0.068966
***** Case No.679 *****
BLEU Score: 0.107338
METEOR Score: 0.574286
ROUGE Score: 0.296296
***** Case No.680 *****
BLEU Score: 0.673049
METEOR Score: 0.851924
ROUGE Score: 0.709677
***** Case No.681 *****
BLEU Score: 0.227388
METEOR Score: 0.603093
ROUGE Score: 0.387097
***** Case No.682 *****
BLEU Score: 1.000000
METEOR Score: 0.999500
ROUGE Score: 1.000000
***** Case No.683 *****
BLEU Score: 0.389612
METEOR Score: 0.653445
ROUGE Score: 0.400000
***** Case No.684 *****
BLEU Score: 0.080393
METEOR Score: 0.532407
ROUGE Score: 0.193548
***** Case No.685 *****
BLEU Score: 0.748705
METEOR Score: 0.942278
ROUGE Score: 0.782609
***** Case No.686 *****
BLEU Score: 0.303617
METEOR Score: 0.577209
ROUGE Score: 0.294118
***** Case No.687 *****
BLEU Score: 0.487196
METEOR Score: 0.726076
ROUGE Score: 0.424242
***** Case No.688 *****
BLEU Score: 0.038625
METEOR Score: 0.346939
ROUGE Score: 0.095238
***** Case No.689 *****
BLEU Score: 0.465167
METEOR Score: 0.791752
ROUGE Score: 0.516129
***** Case No.690 *****
BLEU Score: 0.043748
METEOR Score: 0.374670
ROUGE Score: 0.000000
***** Case No.691 *****
BLEU Score: 0.704805
METEOR Score: 0.861311
ROUGE Score: 0.736842
***** Case No.692 *****
BLEU Score: 0.487359
METEOR Score: 0.612658
ROUGE Score: 0.545455
***** Case No.693 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.694 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.695 *****
BLEU Score: 0.699631
METEOR Score: 0.862772
ROUGE Score: 0.736842
***** Case No.696 *****
BLEU Score: 0.346537
METEOR Score: 0.508703
ROUGE Score: 0.352941
***** Case No.697 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.698 *****
BLEU Score: 0.313560
METEOR Score: 0.477129
ROUGE Score: 0.333333
***** Case No.699 *****
BLEU Score: 0.313560
METEOR Score: 0.477129
ROUGE Score: 0.333333
***** Case No.700 *****
BLEU Score: 0.480042
METEOR Score: 0.804461
ROUGE Score: 0.571429
***** Case No.701 *****
BLEU Score: 0.782542
METEOR Score: 0.926881
ROUGE Score: 0.818182
***** Case No.702 *****
BLEU Score: 0.914691
METEOR Score: 0.954318
ROUGE Score: 0.926829
***** Case No.703 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.704 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.705 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.706 *****
BLEU Score: 0.073419
METEOR Score: 0.418994
ROUGE Score: 0.074074
***** Case No.707 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.708 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.709 *****
BLEU Score: 0.925391
METEOR Score: 0.933163
ROUGE Score: 0.916667
***** Case No.710 *****
BLEU Score: 0.552694
METEOR Score: 0.672597
ROUGE Score: 0.571429
***** Case No.711 *****
BLEU Score: 0.560246
METEOR Score: 0.690230
ROUGE Score: 0.620690
***** Case No.712 *****
BLEU Score: 0.616819
METEOR Score: 0.852393
ROUGE Score: 0.588235
***** Case No.713 *****
BLEU Score: 0.526877
METEOR Score: 0.705631
ROUGE Score: 0.588235
***** Case No.714 *****
BLEU Score: 0.036119
METEOR Score: 0.268675
ROUGE Score: 0.000000
***** Case No.715 *****
BLEU Score: 0.230470
METEOR Score: 0.535462
ROUGE Score: 0.250000
***** Case No.716 *****
BLEU Score: 0.635841
METEOR Score: 0.754940
ROUGE Score: 0.888889
***** Case No.717 *****
BLEU Score: 0.615819
METEOR Score: 0.821158
ROUGE Score: 0.666667
***** Case No.718 *****
BLEU Score: 0.653923
METEOR Score: 0.852994
ROUGE Score: 0.750000
***** Case No.719 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.720 *****
BLEU Score: 0.221596
METEOR Score: 0.695194
ROUGE Score: 0.162162
***** Case No.721 *****
BLEU Score: 0.908655
METEOR Score: 0.999946
ROUGE Score: 0.888889
***** Case No.722 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.723 *****
BLEU Score: 0.581877
METEOR Score: 0.865585
ROUGE Score: 0.727273
***** Case No.724 *****
BLEU Score: 0.026421
METEOR Score: 0.502858
ROUGE Score: 0.000000
***** Case No.725 *****
BLEU Score: 0.052780
METEOR Score: 0.365609
ROUGE Score: 0.057143
***** Case No.726 *****
BLEU Score: 0.800320
METEOR Score: 0.931973
ROUGE Score: 0.818182
***** Case No.727 *****
BLEU Score: 0.429764
METEOR Score: 0.867486
ROUGE Score: 0.466667
***** Case No.728 *****
BLEU Score: 0.201219
METEOR Score: 0.561455
ROUGE Score: 0.193548
***** Case No.729 *****
BLEU Score: 0.693334
METEOR Score: 0.780603
ROUGE Score: 0.740741
***** Case No.730 *****
BLEU Score: 0.612972
METEOR Score: 0.994513
ROUGE Score: 0.571429
***** Case No.731 *****
BLEU Score: 0.309285
METEOR Score: 0.817901
ROUGE Score: 0.266667
***** Case No.732 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.733 *****
BLEU Score: 0.420546
METEOR Score: 0.548353
ROUGE Score: 0.558140
***** Case No.734 *****
BLEU Score: 0.441009
METEOR Score: 0.651821
ROUGE Score: 0.541667
***** Case No.735 *****
BLEU Score: 0.392188
METEOR Score: 0.803050
ROUGE Score: 0.342857
***** Case No.736 *****
BLEU Score: 0.555457
METEOR Score: 0.824582
ROUGE Score: 0.666667
***** Case No.737 *****
BLEU Score: 0.494224
METEOR Score: 0.817408
ROUGE Score: 0.486486
***** Case No.738 *****
BLEU Score: 0.837117
METEOR Score: 0.928611
ROUGE Score: 0.846154
***** Case No.739 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.740 *****
BLEU Score: 0.809107
METEOR Score: 0.926881
ROUGE Score: 0.818182
***** Case No.741 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.742 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.743 *****
BLEU Score: 0.859089
METEOR Score: 0.962936
ROUGE Score: 0.869565
***** Case No.744 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.745 *****
BLEU Score: 0.581161
METEOR Score: 0.881944
ROUGE Score: 0.521739
***** Case No.746 *****
BLEU Score: 0.525331
METEOR Score: 0.732024
ROUGE Score: 0.545455
***** Case No.747 *****
BLEU Score: 0.043481
METEOR Score: 0.382346
ROUGE Score: 0.090909
***** Case No.748 *****
BLEU Score: 0.485215
METEOR Score: 0.708343
ROUGE Score: 0.500000
***** Case No.749 *****
BLEU Score: 0.485215
METEOR Score: 0.708343
ROUGE Score: 0.500000
***** Case No.750 *****
BLEU Score: 0.436499
METEOR Score: 0.679348
ROUGE Score: 0.444444
***** Case No.751 *****
BLEU Score: 0.436499
METEOR Score: 0.679348
ROUGE Score: 0.444444
***** Case No.752 *****
BLEU Score: 0.592066
METEOR Score: 0.788323
ROUGE Score: 0.594595
***** Case No.753 *****
BLEU Score: 0.698680
METEOR Score: 0.996444
ROUGE Score: 0.727273
***** Case No.754 *****
BLEU Score: 0.536117
METEOR Score: 0.783340
ROUGE Score: 0.478261
***** Case No.755 *****
BLEU Score: 1.000000
METEOR Score: 0.999624
ROUGE Score: 1.000000
***** Case No.756 *****
BLEU Score: 0.518174
METEOR Score: 0.826019
ROUGE Score: 0.564103
***** Case No.757 *****
BLEU Score: 0.962195
METEOR Score: 0.964261
ROUGE Score: 0.893617
***** Case No.758 *****
BLEU Score: 0.772084
METEOR Score: 0.957692
ROUGE Score: 0.761905
***** Case No.759 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 1.000000
***** Case No.760 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.761 *****
BLEU Score: 0.524838
METEOR Score: 0.662058
ROUGE Score: 0.571429
***** Case No.762 *****
BLEU Score: 0.212035
METEOR Score: 0.397401
ROUGE Score: 0.214286
***** Case No.763 *****
BLEU Score: 0.045495
METEOR Score: 0.320863
ROUGE Score: 0.000000
***** Case No.764 *****
BLEU Score: 0.566260
METEOR Score: 0.716547
ROUGE Score: 0.526316
***** Case No.765 *****
BLEU Score: 0.555457
METEOR Score: 0.670971
ROUGE Score: 0.583333
***** Case No.766 *****
BLEU Score: 0.265900
METEOR Score: 0.543820
ROUGE Score: 0.357143
***** Case No.767 *****
BLEU Score: 0.483439
METEOR Score: 0.878824
ROUGE Score: 0.384615
***** Case No.768 *****
BLEU Score: 0.336493
METEOR Score: 0.792862
ROUGE Score: 0.333333
***** Case No.769 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.770 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.771 *****
BLEU Score: 0.639716
METEOR Score: 0.893612
ROUGE Score: 0.687500
***** Case No.772 *****
BLEU Score: 0.368214
METEOR Score: 0.789200
ROUGE Score: 0.434783
***** Case No.773 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.774 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.775 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.776 *****
BLEU Score: 0.786969
METEOR Score: 0.876754
ROUGE Score: 0.850000
***** Case No.777 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.778 *****
BLEU Score: 1.000000
METEOR Score: 0.999927
ROUGE Score: 1.000000
***** Case No.779 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.780 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.781 *****
BLEU Score: 0.451955
METEOR Score: 0.702180
ROUGE Score: 0.521739
***** Case No.782 *****
BLEU Score: 0.743199
METEOR Score: 0.807292
ROUGE Score: 0.714286
***** Case No.783 *****
BLEU Score: 0.150259
METEOR Score: 0.720453
ROUGE Score: 0.171429
***** Case No.784 *****
BLEU Score: 0.346698
METEOR Score: 0.897696
ROUGE Score: 0.357143
***** Case No.785 *****
BLEU Score: 0.291555
METEOR Score: 0.703589
ROUGE Score: 0.476190
***** Case No.786 *****
BLEU Score: 0.314205
METEOR Score: 0.726376
ROUGE Score: 0.400000
***** Case No.787 *****
BLEU Score: 0.303761
METEOR Score: 0.955988
ROUGE Score: 0.307692
***** Case No.788 *****
BLEU Score: 0.103416
METEOR Score: 0.770123
ROUGE Score: 0.214286
***** Case No.789 *****
BLEU Score: 0.444761
METEOR Score: 0.979959
ROUGE Score: 0.500000
***** Case No.790 *****
BLEU Score: 0.680002
METEOR Score: 0.981934
ROUGE Score: 0.692308
***** Case No.791 *****
BLEU Score: 0.719202
METEOR Score: 0.814437
ROUGE Score: 0.736842
***** Case No.792 *****
BLEU Score: 0.166502
METEOR Score: 0.587127
ROUGE Score: 0.228571
***** Case No.793 *****
BLEU Score: 0.470153
METEOR Score: 0.940566
ROUGE Score: 0.533333
***** Case No.794 *****
BLEU Score: 0.545316
METEOR Score: 0.854640
ROUGE Score: 0.594595
***** Case No.795 *****
BLEU Score: 0.553124
METEOR Score: 0.761755
ROUGE Score: 0.628571
***** Case No.796 *****
BLEU Score: 0.401889
METEOR Score: 0.721929
ROUGE Score: 0.476190
***** Case No.797 *****
BLEU Score: 0.273374
METEOR Score: 0.766990
ROUGE Score: 0.387097
***** Case No.798 *****
BLEU Score: 0.560848
METEOR Score: 0.864461
ROUGE Score: 0.622222
***** Case No.799 *****
BLEU Score: 0.303151
METEOR Score: 0.629195
ROUGE Score: 0.285714
***** Case No.800 *****
BLEU Score: 0.708588
METEOR Score: 0.914424
ROUGE Score: 0.740741
***** Case No.801 *****
BLEU Score: 0.412118
METEOR Score: 0.725895
ROUGE Score: 0.434783
***** Case No.802 *****
BLEU Score: 0.832038
METEOR Score: 0.945821
ROUGE Score: 0.888889
***** Case No.803 *****
BLEU Score: 0.645615
METEOR Score: 0.889286
ROUGE Score: 0.640000
***** Case No.804 *****
BLEU Score: 0.033701
METEOR Score: 0.352490
ROUGE Score: 0.086957
***** Case No.805 *****
BLEU Score: 0.551153
METEOR Score: 0.773792
ROUGE Score: 0.769231
***** Case No.806 *****
BLEU Score: 0.551153
METEOR Score: 0.773792
ROUGE Score: 0.769231
***** Case No.807 *****
BLEU Score: 0.527102
METEOR Score: 0.754310
ROUGE Score: 0.750000
***** Case No.808 *****
BLEU Score: 0.551153
METEOR Score: 0.773792
ROUGE Score: 0.769231
***** Case No.809 *****
BLEU Score: 0.360850
METEOR Score: 0.649465
ROUGE Score: 0.450000
***** Case No.810 *****
BLEU Score: 0.527102
METEOR Score: 0.754310
ROUGE Score: 0.750000
***** Case No.811 *****
BLEU Score: 0.382031
METEOR Score: 0.632372
ROUGE Score: 0.380952
***** Case No.812 *****
BLEU Score: 0.570302
METEOR Score: 0.951728
ROUGE Score: 0.600000
***** Case No.813 *****
BLEU Score: 0.407122
METEOR Score: 0.859360
ROUGE Score: 0.363636
***** Case No.814 *****
BLEU Score: 0.244799
METEOR Score: 0.546348
ROUGE Score: 0.307692
***** Case No.815 *****
BLEU Score: 0.259249
METEOR Score: 0.458877
ROUGE Score: 0.250000
***** Case No.816 *****
BLEU Score: 0.291702
METEOR Score: 0.661139
ROUGE Score: 0.312500
***** Case No.817 *****
BLEU Score: 0.307985
METEOR Score: 0.661013
ROUGE Score: 0.428571
***** Case No.818 *****
BLEU Score: 0.676818
METEOR Score: 0.805765
ROUGE Score: 0.787879
***** Case No.819 *****
BLEU Score: 0.283174
METEOR Score: 0.698138
ROUGE Score: 0.357143
***** Case No.820 *****
BLEU Score: 0.259249
METEOR Score: 0.458877
ROUGE Score: 0.250000
***** Case No.821 *****
BLEU Score: 0.291062
METEOR Score: 0.794305
ROUGE Score: 0.457143
***** Case No.822 *****
BLEU Score: 0.260552
METEOR Score: 0.608108
ROUGE Score: 0.500000
***** Case No.823 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.824 *****
BLEU Score: 0.020917
METEOR Score: 0.267597
ROUGE Score: 0.000000
***** Case No.825 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.826 *****
BLEU Score: 0.244799
METEOR Score: 0.636637
ROUGE Score: 0.434783
***** Case No.827 *****
BLEU Score: 0.438257
METEOR Score: 0.627250
ROUGE Score: 0.516129
***** Case No.828 *****
BLEU Score: 0.287634
METEOR Score: 0.700112
ROUGE Score: 0.363636
***** Case No.829 *****
BLEU Score: 0.805692
METEOR Score: 0.954217
ROUGE Score: 0.812500
***** Case No.830 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 1.000000
***** Case No.831 *****
BLEU Score: 0.285690
METEOR Score: 0.744980
ROUGE Score: 0.344828
***** Case No.832 *****
BLEU Score: 0.396701
METEOR Score: 0.543664
ROUGE Score: 0.421053
***** Case No.833 *****
BLEU Score: 1.000000
METEOR Score: 0.999624
ROUGE Score: 1.000000
***** Case No.834 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.835 *****
BLEU Score: 0.728596
METEOR Score: 0.934975
ROUGE Score: 0.727273
***** Case No.836 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.837 *****
BLEU Score: 0.558383
METEOR Score: 0.689745
ROUGE Score: 0.500000
***** Case No.838 *****
BLEU Score: 0.463986
METEOR Score: 0.613960
ROUGE Score: 0.428571
***** Case No.839 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.840 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.841 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.842 *****
BLEU Score: 0.519425
METEOR Score: 0.870581
ROUGE Score: 0.571429
***** Case No.843 *****
BLEU Score: 0.147399
METEOR Score: 0.349296
ROUGE Score: 0.137931
***** Case No.844 *****
BLEU Score: 0.800320
METEOR Score: 0.922449
ROUGE Score: 0.782609
***** Case No.845 *****
BLEU Score: 0.455690
METEOR Score: 0.762674
ROUGE Score: 0.470588
***** Case No.846 *****
BLEU Score: 0.571102
METEOR Score: 0.876171
ROUGE Score: 0.416667
***** Case No.847 *****
BLEU Score: 0.150056
METEOR Score: 0.423889
ROUGE Score: 0.148148
***** Case No.848 *****
BLEU Score: 0.186096
METEOR Score: 0.732102
ROUGE Score: 0.206897
***** Case No.849 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.850 *****
BLEU Score: 0.761827
METEOR Score: 0.856555
ROUGE Score: 0.764706
***** Case No.851 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.852 *****
BLEU Score: 0.313560
METEOR Score: 0.477129
ROUGE Score: 0.333333
***** Case No.853 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.854 *****
BLEU Score: 0.232639
METEOR Score: 0.654599
ROUGE Score: 0.303030
***** Case No.855 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 0.880000
***** Case No.856 *****
BLEU Score: 0.392892
METEOR Score: 0.646719
ROUGE Score: 0.434783
***** Case No.857 *****
BLEU Score: 0.800320
METEOR Score: 0.922449
ROUGE Score: 0.782609
***** Case No.858 *****
BLEU Score: 0.537285
METEOR Score: 0.789386
ROUGE Score: 0.560000
***** Case No.859 *****
BLEU Score: 0.479605
METEOR Score: 0.781485
ROUGE Score: 0.500000
***** Case No.860 *****
BLEU Score: 0.554834
METEOR Score: 0.814353
ROUGE Score: 0.583333
***** Case No.861 *****
BLEU Score: 0.481126
METEOR Score: 0.715371
ROUGE Score: 0.533333
***** Case No.862 *****
BLEU Score: 0.684808
METEOR Score: 0.953154
ROUGE Score: 0.631579
***** Case No.863 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 0.896552
***** Case No.864 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 0.896552
***** Case No.865 *****
BLEU Score: 0.102963
METEOR Score: 0.738931
ROUGE Score: 0.000000
***** Case No.866 *****
BLEU Score: 0.550215
METEOR Score: 0.870235
ROUGE Score: 0.500000
***** Case No.867 *****
BLEU Score: 0.575758
METEOR Score: 0.831178
ROUGE Score: 0.600000
***** Case No.868 *****
BLEU Score: 0.107513
METEOR Score: 0.287192
ROUGE Score: 0.090909
***** Case No.869 *****
BLEU Score: 0.442850
METEOR Score: 0.902159
ROUGE Score: 0.347826
***** Case No.870 *****
BLEU Score: 0.344607
METEOR Score: 0.807183
ROUGE Score: 0.434783
***** Case No.871 *****
BLEU Score: 0.573140
METEOR Score: 0.798930
ROUGE Score: 0.846154
***** Case No.872 *****
BLEU Score: 0.575758
METEOR Score: 0.831178
ROUGE Score: 0.571429
***** Case No.873 *****
BLEU Score: 0.301304
METEOR Score: 0.601597
ROUGE Score: 0.300000
***** Case No.874 *****
BLEU Score: 0.048415
METEOR Score: 0.675758
ROUGE Score: 0.000000
***** Case No.875 *****
BLEU Score: 0.695258
METEOR Score: 0.817520
ROUGE Score: 0.620690
***** Case No.876 *****
BLEU Score: 0.275270
METEOR Score: 0.696838
ROUGE Score: 0.322581
***** Case No.877 *****
BLEU Score: 0.393447
METEOR Score: 0.795798
ROUGE Score: 0.400000
***** Case No.878 *****
BLEU Score: 0.415350
METEOR Score: 0.604771
ROUGE Score: 0.400000
***** Case No.879 *****
BLEU Score: 0.546508
METEOR Score: 0.786178
ROUGE Score: 0.480000
***** Case No.880 *****
BLEU Score: 0.395374
METEOR Score: 0.577093
ROUGE Score: 0.482759
***** Case No.881 *****
BLEU Score: 0.714334
METEOR Score: 0.897999
ROUGE Score: 0.790698
***** Case No.882 *****
BLEU Score: 0.239150
METEOR Score: 0.532919
ROUGE Score: 0.222222
***** Case No.883 *****
BLEU Score: 0.395349
METEOR Score: 0.579380
ROUGE Score: 0.375000
***** Case No.884 *****
BLEU Score: 0.206872
METEOR Score: 0.517813
ROUGE Score: 0.160000
***** Case No.885 *****
BLEU Score: 0.313924
METEOR Score: 0.505484
ROUGE Score: 0.258065
***** Case No.886 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.887 *****
BLEU Score: 0.590911
METEOR Score: 0.763221
ROUGE Score: 0.551724
***** Case No.888 *****
BLEU Score: 0.289395
METEOR Score: 0.675191
ROUGE Score: 0.250000
***** Case No.889 *****
BLEU Score: 0.070818
METEOR Score: 0.552314
ROUGE Score: 0.125000
***** Case No.890 *****
BLEU Score: 0.482396
METEOR Score: 0.712632
ROUGE Score: 0.538462
***** Case No.891 *****
BLEU Score: 0.884395
METEOR Score: 0.999898
ROUGE Score: 0.857143
***** Case No.892 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.893 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.894 *****
BLEU Score: 0.102162
METEOR Score: 0.749161
ROUGE Score: 0.275862
***** Case No.895 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.896 *****
BLEU Score: 0.919323
METEOR Score: 0.999818
ROUGE Score: 0.909091
***** Case No.897 *****
BLEU Score: 0.494733
METEOR Score: 0.767830
ROUGE Score: 0.500000
***** Case No.898 *****
BLEU Score: 0.689930
METEOR Score: 0.921395
ROUGE Score: 0.740741
***** Case No.899 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.900 *****
BLEU Score: 0.814949
METEOR Score: 0.933549
ROUGE Score: 0.857143
***** Case No.901 *****
BLEU Score: 0.020467
METEOR Score: 0.193750
ROUGE Score: 0.000000
***** Case No.902 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.903 *****
BLEU Score: 1.000000
METEOR Score: 0.999818
ROUGE Score: 1.000000
***** Case No.904 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.905 *****
BLEU Score: 0.484703
METEOR Score: 0.676491
ROUGE Score: 0.615385
***** Case No.906 *****
BLEU Score: 0.731110
METEOR Score: 0.978797
ROUGE Score: 0.727273
***** Case No.907 *****
BLEU Score: 0.086624
METEOR Score: 0.577568
ROUGE Score: 0.320000
***** Case No.908 *****
BLEU Score: 1.000000
METEOR Score: 0.999624
ROUGE Score: 1.000000
***** Case No.909 *****
BLEU Score: 0.614215
METEOR Score: 0.867122
ROUGE Score: 0.695652
***** Case No.910 *****
BLEU Score: 0.451317
METEOR Score: 0.575181
ROUGE Score: 0.470588
***** Case No.911 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.912 *****
BLEU Score: 0.516973
METEOR Score: 0.818606
ROUGE Score: 0.480000
***** Case No.913 *****
BLEU Score: 0.611905
METEOR Score: 0.758850
ROUGE Score: 0.666667
***** Case No.914 *****
BLEU Score: 0.584916
METEOR Score: 0.702492
ROUGE Score: 0.666667
***** Case No.915 *****
