nohup: ignoring input
METEOR Score: 0.821354
ROUGE Score: 0.756757
***** Case No.602 *****
BLEU Score: 0.566005
METEOR Score: 0.882140
ROUGE Score: 0.631579
***** Case No.603 *****
BLEU Score: 0.912168
METEOR Score: 0.915865
ROUGE Score: 0.941176
***** Case No.604 *****
BLEU Score: 0.614361
METEOR Score: 0.724935
ROUGE Score: 0.689655
***** Case No.605 *****
BLEU Score: 0.777811
METEOR Score: 0.888021
ROUGE Score: 0.800000
***** Case No.606 *****
BLEU Score: 0.291537
METEOR Score: 0.786316
ROUGE Score: 0.322581
***** Case No.607 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.608 *****
BLEU Score: 0.057740
METEOR Score: 0.310772
ROUGE Score: 0.117647
***** Case No.609 *****
BLEU Score: 0.939104
METEOR Score: 0.994051
ROUGE Score: 0.965517
***** Case No.610 *****
BLEU Score: 0.442197
METEOR Score: 0.881944
ROUGE Score: 0.482759
***** Case No.611 *****
BLEU Score: 0.446462
METEOR Score: 0.674245
ROUGE Score: 0.411765
***** Case No.612 *****
BLEU Score: 0.189224
METEOR Score: 0.622500
ROUGE Score: 0.153846
***** Case No.613 *****
BLEU Score: 0.219515
METEOR Score: 0.563589
ROUGE Score: 0.230769
***** Case No.614 *****
BLEU Score: 0.605922
METEOR Score: 0.704512
ROUGE Score: 0.640000
***** Case No.615 *****
BLEU Score: 0.939104
METEOR Score: 0.994051
ROUGE Score: 0.962963
***** Case No.616 *****
BLEU Score: 0.781628
METEOR Score: 0.897999
ROUGE Score: 0.866667
***** Case No.617 *****
BLEU Score: 0.744697
METEOR Score: 0.763027
ROUGE Score: 0.846154
***** Case No.618 *****
BLEU Score: 0.341163
METEOR Score: 0.540865
ROUGE Score: 0.312500
***** Case No.619 *****
BLEU Score: 0.248261
METEOR Score: 0.860246
ROUGE Score: 0.358974
***** Case No.620 *****
BLEU Score: 0.520256
METEOR Score: 0.748819
ROUGE Score: 0.500000
***** Case No.621 *****
BLEU Score: 0.152685
METEOR Score: 0.466935
ROUGE Score: 0.136364
***** Case No.622 *****
BLEU Score: 0.063579
METEOR Score: 0.636750
ROUGE Score: 0.068966
***** Case No.623 *****
BLEU Score: 0.710575
METEOR Score: 0.893449
ROUGE Score: 0.727273
***** Case No.624 *****
BLEU Score: 0.026059
METEOR Score: 0.567834
ROUGE Score: 0.000000
***** Case No.625 *****
BLEU Score: 0.433321
METEOR Score: 0.920307
ROUGE Score: 0.454545
***** Case No.626 *****
BLEU Score: 0.473167
METEOR Score: 0.882984
ROUGE Score: 0.514286
***** Case No.627 *****
BLEU Score: 0.067701
METEOR Score: 0.569412
ROUGE Score: 0.074074
***** Case No.628 *****
BLEU Score: 0.158213
METEOR Score: 0.424762
ROUGE Score: 0.181818
***** Case No.629 *****
BLEU Score: 0.375023
METEOR Score: 0.774854
ROUGE Score: 0.333333
***** Case No.630 *****
BLEU Score: 0.149977
METEOR Score: 0.638894
ROUGE Score: 0.208333
***** Case No.631 *****
BLEU Score: 0.043706
METEOR Score: 0.349578
ROUGE Score: 0.045455
***** Case No.632 *****
BLEU Score: 0.584504
METEOR Score: 0.813725
ROUGE Score: 0.666667
***** Case No.633 *****
BLEU Score: 0.625284
METEOR Score: 0.861638
ROUGE Score: 0.651163
***** Case No.634 *****
BLEU Score: 0.573571
METEOR Score: 0.759760
ROUGE Score: 0.622222
***** Case No.635 *****
BLEU Score: 0.591156
METEOR Score: 0.896821
ROUGE Score: 0.680851
***** Case No.636 *****
BLEU Score: 0.752959
METEOR Score: 0.975664
ROUGE Score: 0.869565
***** Case No.637 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.638 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.639 *****
BLEU Score: 0.075166
METEOR Score: 0.379645
ROUGE Score: 0.160000
***** Case No.640 *****
BLEU Score: 0.544765
METEOR Score: 0.854119
ROUGE Score: 0.642857
***** Case No.641 *****
BLEU Score: 0.075166
METEOR Score: 0.379645
ROUGE Score: 0.160000
***** Case No.642 *****
BLEU Score: 0.000000
METEOR Score: 0.000000
ROUGE Score: 0.000000
***** Case No.643 *****
BLEU Score: 0.078042
METEOR Score: 0.342784
ROUGE Score: 0.166667
***** Case No.644 *****
BLEU Score: 0.078042
METEOR Score: 0.342784
ROUGE Score: 0.166667
***** Case No.645 *****
BLEU Score: 0.238015
METEOR Score: 0.554734
ROUGE Score: 0.370370
***** Case No.646 *****
BLEU Score: 0.076145
METEOR Score: 0.377604
ROUGE Score: 0.153846
***** Case No.647 *****
BLEU Score: 0.647864
METEOR Score: 0.912162
ROUGE Score: 0.833333
***** Case No.648 *****
BLEU Score: 0.087466
METEOR Score: 0.597321
ROUGE Score: 0.200000
***** Case No.649 *****
BLEU Score: 0.274033
METEOR Score: 0.815634
ROUGE Score: 0.486486
***** Case No.650 *****
BLEU Score: 0.065574
METEOR Score: 0.226155
ROUGE Score: 0.222222
***** Case No.651 *****
BLEU Score: 0.329341
METEOR Score: 0.784483
ROUGE Score: 0.444444
***** Case No.652 *****
BLEU Score: 0.919323
METEOR Score: 0.992141
ROUGE Score: 0.947368
***** Case No.653 *****
BLEU Score: 0.030756
METEOR Score: 0.340729
ROUGE Score: 0.000000
***** Case No.654 *****
BLEU Score: 0.251484
METEOR Score: 0.756541
ROUGE Score: 0.409091
***** Case No.655 *****
BLEU Score: 0.271512
METEOR Score: 0.696594
ROUGE Score: 0.285714
***** Case No.656 *****
BLEU Score: 0.666694
METEOR Score: 0.861572
ROUGE Score: 0.631579
***** Case No.657 *****
BLEU Score: 0.265333
METEOR Score: 0.543003
ROUGE Score: 0.344828
***** Case No.658 *****
BLEU Score: 0.762466
METEOR Score: 0.930573
ROUGE Score: 0.769231
***** Case No.659 *****
BLEU Score: 0.588261
METEOR Score: 0.782647
ROUGE Score: 0.518519
***** Case No.660 *****
BLEU Score: 0.359236
METEOR Score: 0.618501
ROUGE Score: 0.357143
***** Case No.661 *****
BLEU Score: 0.342280
METEOR Score: 0.711703
ROUGE Score: 0.344828
***** Case No.662 *****
BLEU Score: 0.365450
METEOR Score: 0.510204
ROUGE Score: 0.400000
***** Case No.663 *****
BLEU Score: 0.593218
METEOR Score: 0.876223
ROUGE Score: 0.666667
***** Case No.664 *****
BLEU Score: 0.446791
METEOR Score: 0.628492
ROUGE Score: 0.444444
***** Case No.665 *****
BLEU Score: 0.578172
METEOR Score: 0.672515
ROUGE Score: 0.600000
***** Case No.666 *****
BLEU Score: 0.552203
METEOR Score: 0.639608
ROUGE Score: 0.592593
***** Case No.667 *****
BLEU Score: 0.706160
METEOR Score: 0.845415
ROUGE Score: 0.756757
***** Case No.668 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.669 *****
BLEU Score: 0.413373
METEOR Score: 0.780679
ROUGE Score: 0.480000
***** Case No.670 *****
BLEU Score: 0.744496
METEOR Score: 0.959189
ROUGE Score: 0.730769
***** Case No.671 *****
BLEU Score: 1.000000
METEOR Score: 0.999927
ROUGE Score: 1.000000
***** Case No.672 *****
BLEU Score: 0.617475
METEOR Score: 0.775036
ROUGE Score: 0.648649
***** Case No.673 *****
BLEU Score: 0.084313
METEOR Score: 0.647647
ROUGE Score: 0.206897
***** Case No.674 *****
BLEU Score: 0.016442
METEOR Score: 0.224121
ROUGE Score: 0.080000
***** Case No.675 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.676 *****
BLEU Score: 0.024112
METEOR Score: 0.281995
ROUGE Score: 0.000000
***** Case No.677 *****
BLEU Score: 0.012135
METEOR Score: 0.193370
ROUGE Score: 0.000000
***** Case No.678 *****
BLEU Score: 0.050607
METEOR Score: 0.531143
ROUGE Score: 0.129032
***** Case No.679 *****
BLEU Score: 0.278094
METEOR Score: 0.713315
ROUGE Score: 0.363636
***** Case No.680 *****
BLEU Score: 0.508742
METEOR Score: 0.909511
ROUGE Score: 0.594595
***** Case No.681 *****
BLEU Score: 0.542622
METEOR Score: 0.705631
ROUGE Score: 0.647059
***** Case No.682 *****
BLEU Score: 0.893154
METEOR Score: 0.989604
ROUGE Score: 0.923077
***** Case No.683 *****
BLEU Score: 0.389612
METEOR Score: 0.653445
ROUGE Score: 0.400000
***** Case No.684 *****
BLEU Score: 0.379162
METEOR Score: 0.790307
ROUGE Score: 0.428571
***** Case No.685 *****
BLEU Score: 0.677455
METEOR Score: 0.942278
ROUGE Score: 0.695652
***** Case No.686 *****
BLEU Score: 0.456933
METEOR Score: 0.837289
ROUGE Score: 0.473684
***** Case No.687 *****
BLEU Score: 0.259249
METEOR Score: 0.644243
ROUGE Score: 0.270270
***** Case No.688 *****
BLEU Score: 0.316201
METEOR Score: 0.706340
ROUGE Score: 0.428571
***** Case No.689 *****
BLEU Score: 0.354755
METEOR Score: 0.808206
ROUGE Score: 0.400000
***** Case No.690 *****
BLEU Score: 0.389925
METEOR Score: 0.921163
ROUGE Score: 0.384615
***** Case No.691 *****
BLEU Score: 0.699752
METEOR Score: 0.855159
ROUGE Score: 0.700000
***** Case No.692 *****
BLEU Score: 0.744782
METEOR Score: 0.936389
ROUGE Score: 0.720000
***** Case No.693 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.694 *****
BLEU Score: 0.475952
METEOR Score: 0.908715
ROUGE Score: 0.615385
***** Case No.695 *****
BLEU Score: 0.615954
METEOR Score: 0.783340
ROUGE Score: 0.600000
***** Case No.696 *****
BLEU Score: 0.426108
METEOR Score: 0.909867
ROUGE Score: 0.500000
***** Case No.697 *****
BLEU Score: 0.925391
METEOR Score: 0.992727
ROUGE Score: 0.956522
***** Case No.698 *****
BLEU Score: 0.568110
METEOR Score: 0.925801
ROUGE Score: 0.640000
***** Case No.699 *****
BLEU Score: 0.601558
METEOR Score: 0.741010
ROUGE Score: 0.636364
***** Case No.700 *****
BLEU Score: 0.525318
METEOR Score: 0.844064
ROUGE Score: 0.619048
***** Case No.701 *****
BLEU Score: 0.925391
METEOR Score: 0.992727
ROUGE Score: 0.956522
***** Case No.702 *****
BLEU Score: 0.877277
METEOR Score: 0.950374
ROUGE Score: 0.904762
***** Case No.703 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.704 *****
BLEU Score: 0.888442
METEOR Score: 0.945821
ROUGE Score: 0.888889
***** Case No.705 *****
BLEU Score: 0.888442
METEOR Score: 0.945821
ROUGE Score: 0.888889
***** Case No.706 *****
BLEU Score: 0.531800
METEOR Score: 0.672597
ROUGE Score: 0.538462
***** Case No.707 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.708 *****
BLEU Score: 0.884395
METEOR Score: 0.940257
ROUGE Score: 0.857143
***** Case No.709 *****
BLEU Score: 0.791696
METEOR Score: 0.865089
ROUGE Score: 0.750000
***** Case No.710 *****
BLEU Score: 0.552694
METEOR Score: 0.672597
ROUGE Score: 0.571429
***** Case No.711 *****
BLEU Score: 0.560246
METEOR Score: 0.690230
ROUGE Score: 0.620690
***** Case No.712 *****
BLEU Score: 0.611538
METEOR Score: 0.845836
ROUGE Score: 0.555556
***** Case No.713 *****
BLEU Score: 0.526877
METEOR Score: 0.705631
ROUGE Score: 0.588235
***** Case No.714 *****
BLEU Score: 0.324067
METEOR Score: 0.532129
ROUGE Score: 0.272727
***** Case No.715 *****
BLEU Score: 0.215027
METEOR Score: 0.487603
ROUGE Score: 0.258065
***** Case No.716 *****
BLEU Score: 0.324023
METEOR Score: 0.496242
ROUGE Score: 0.545455
***** Case No.717 *****
BLEU Score: 0.615544
METEOR Score: 0.817408
ROUGE Score: 0.647059
***** Case No.718 *****
BLEU Score: 0.653519
METEOR Score: 0.848707
ROUGE Score: 0.727273
***** Case No.719 *****
BLEU Score: 0.935133
METEOR Score: 0.993668
ROUGE Score: 0.962963
***** Case No.720 *****
BLEU Score: 0.221596
METEOR Score: 0.695194
ROUGE Score: 0.162162
***** Case No.721 *****
BLEU Score: 0.667225
METEOR Score: 0.894462
ROUGE Score: 0.736842
***** Case No.722 *****
BLEU Score: 0.561324
METEOR Score: 0.639020
ROUGE Score: 0.642857
***** Case No.723 *****
BLEU Score: 0.252177
METEOR Score: 0.689702
ROUGE Score: 0.400000
***** Case No.724 *****
BLEU Score: 0.198255
METEOR Score: 0.496410
ROUGE Score: 0.142857
***** Case No.725 *****
BLEU Score: 0.243980
METEOR Score: 0.592653
ROUGE Score: 0.216216
***** Case No.726 *****
BLEU Score: 0.498523
METEOR Score: 0.656302
ROUGE Score: 0.538462
***** Case No.727 *****
BLEU Score: 0.394206
METEOR Score: 0.751710
ROUGE Score: 0.400000
***** Case No.728 *****
BLEU Score: 0.199189
METEOR Score: 0.523685
ROUGE Score: 0.200000
***** Case No.729 *****
BLEU Score: 0.697810
METEOR Score: 0.778266
ROUGE Score: 0.727273
***** Case No.730 *****
BLEU Score: 0.549721
METEOR Score: 0.886872
ROUGE Score: 0.518519
***** Case No.731 *****
BLEU Score: 0.341149
METEOR Score: 0.870489
ROUGE Score: 0.333333
***** Case No.732 *****
BLEU Score: 1.000000
METEOR Score: 0.999938
ROUGE Score: 1.000000
***** Case No.733 *****
BLEU Score: 0.519665
METEOR Score: 0.715679
ROUGE Score: 0.565217
***** Case No.734 *****
BLEU Score: 0.501317
METEOR Score: 0.737229
ROUGE Score: 0.588235
***** Case No.735 *****
BLEU Score: 0.512335
METEOR Score: 0.848400
ROUGE Score: 0.486486
***** Case No.736 *****
BLEU Score: 0.912168
METEOR Score: 0.922810
ROUGE Score: 0.888889
***** Case No.737 *****
BLEU Score: 0.737835
METEOR Score: 0.903450
ROUGE Score: 0.666667
***** Case No.738 *****
BLEU Score: 0.837117
METEOR Score: 0.928611
ROUGE Score: 0.846154
***** Case No.739 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.740 *****
BLEU Score: 0.748740
METEOR Score: 0.920307
ROUGE Score: 0.782609
***** Case No.741 *****
BLEU Score: 0.935133
METEOR Score: 0.993668
ROUGE Score: 0.962963
***** Case No.742 *****
BLEU Score: 1.000000
METEOR Score: 0.999878
ROUGE Score: 1.000000
***** Case No.743 *****
BLEU Score: 0.675139
METEOR Score: 0.852770
ROUGE Score: 0.711111
***** Case No.744 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.745 *****
BLEU Score: 0.251429
METEOR Score: 0.621461
ROUGE Score: 0.243902
***** Case No.746 *****
BLEU Score: 0.525331
METEOR Score: 0.732024
ROUGE Score: 0.545455
***** Case No.747 *****
BLEU Score: 0.043886
METEOR Score: 0.380056
ROUGE Score: 0.086957
***** Case No.748 *****
BLEU Score: 0.484391
METEOR Score: 0.703589
ROUGE Score: 0.476190
***** Case No.749 *****
BLEU Score: 0.485215
METEOR Score: 0.708343
ROUGE Score: 0.500000
***** Case No.750 *****
BLEU Score: 0.435545
METEOR Score: 0.674460
ROUGE Score: 0.421053
***** Case No.751 *****
BLEU Score: 0.436499
METEOR Score: 0.679348
ROUGE Score: 0.444444
***** Case No.752 *****
BLEU Score: 0.568528
METEOR Score: 0.816077
ROUGE Score: 0.615385
***** Case No.753 *****
BLEU Score: 0.656203
METEOR Score: 0.950985
ROUGE Score: 0.666667
***** Case No.754 *****
BLEU Score: 0.462568
METEOR Score: 0.726877
ROUGE Score: 0.476190
***** Case No.755 *****
BLEU Score: 0.796358
METEOR Score: 0.825122
ROUGE Score: 0.769231
***** Case No.756 *****
BLEU Score: 0.425592
METEOR Score: 0.644612
ROUGE Score: 0.444444
***** Case No.757 *****
BLEU Score: 0.672745
METEOR Score: 0.796802
ROUGE Score: 0.651163
***** Case No.758 *****
BLEU Score: 0.536733
METEOR Score: 0.801355
ROUGE Score: 0.487805
***** Case No.759 *****
BLEU Score: 0.942615
METEOR Score: 0.994390
ROUGE Score: 0.965517
***** Case No.760 *****
BLEU Score: 1.000000
METEOR Score: 0.999898
ROUGE Score: 1.000000
***** Case No.761 *****
BLEU Score: 0.529579
METEOR Score: 0.655370
ROUGE Score: 0.533333
***** Case No.762 *****
BLEU Score: 0.213410
METEOR Score: 0.395384
ROUGE Score: 0.206897
***** Case No.763 *****
BLEU Score: 0.045169
METEOR Score: 0.318571
ROUGE Score: 0.000000
***** Case No.764 *****
BLEU Score: 0.562201
METEOR Score: 0.711429
ROUGE Score: 0.500000
***** Case No.765 *****
BLEU Score: 0.519426
METEOR Score: 0.666804
ROUGE Score: 0.560000
***** Case No.766 *****
BLEU Score: 0.253826
METEOR Score: 0.585669
ROUGE Score: 0.214286
***** Case No.767 *****
BLEU Score: 0.240784
METEOR Score: 0.569412
ROUGE Score: 0.153846
***** Case No.768 *****
BLEU Score: 0.338871
METEOR Score: 0.657667
ROUGE Score: 0.347826
***** Case No.769 *****
BLEU Score: 0.654059
METEOR Score: 0.970805
ROUGE Score: 0.769231
***** Case No.770 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.771 *****
BLEU Score: 0.557854
METEOR Score: 0.888909
ROUGE Score: 0.545455
***** Case No.772 *****
BLEU Score: 0.345791
METEOR Score: 0.782937
ROUGE Score: 0.416667
***** Case No.773 *****
BLEU Score: 0.654059
METEOR Score: 0.970805
ROUGE Score: 0.769231
***** Case No.774 *****
BLEU Score: 0.654059
METEOR Score: 0.970805
ROUGE Score: 0.769231
***** Case No.775 *****
BLEU Score: 0.696471
METEOR Score: 0.977594
ROUGE Score: 0.800000
***** Case No.776 *****
BLEU Score: 0.537057
METEOR Score: 0.868098
ROUGE Score: 0.550000
***** Case No.777 *****
BLEU Score: 0.359601
METEOR Score: 0.658503
ROUGE Score: 0.380952
***** Case No.778 *****
BLEU Score: 1.000000
METEOR Score: 0.999927
ROUGE Score: 1.000000
***** Case No.779 *****
BLEU Score: 0.673905
METEOR Score: 0.993230
ROUGE Score: 0.750000
***** Case No.780 *****
BLEU Score: 0.277682
METEOR Score: 0.658503
ROUGE Score: 0.380952
***** Case No.781 *****
BLEU Score: 0.650339
METEOR Score: 0.892278
ROUGE Score: 0.642857
***** Case No.782 *****
BLEU Score: 0.595460
METEOR Score: 0.754545
ROUGE Score: 0.571429
***** Case No.783 *****
BLEU Score: 0.150259
METEOR Score: 0.720453
ROUGE Score: 0.171429
***** Case No.784 *****
BLEU Score: 0.346698
METEOR Score: 0.897696
ROUGE Score: 0.357143
***** Case No.785 *****
BLEU Score: 0.400527
METEOR Score: 0.857843
ROUGE Score: 0.518519
***** Case No.786 *****
BLEU Score: 0.261586
METEOR Score: 0.882353
ROUGE Score: 0.303030
***** Case No.787 *****
BLEU Score: 0.325757
METEOR Score: 0.552241
ROUGE Score: 0.363636
***** Case No.788 *****
BLEU Score: 0.044672
METEOR Score: 0.544468
ROUGE Score: 0.080000
***** Case No.789 *****
BLEU Score: 0.421875
METEOR Score: 0.974327
ROUGE Score: 0.482759
***** Case No.790 *****
BLEU Score: 0.643106
METEOR Score: 0.976259
ROUGE Score: 0.666667
***** Case No.791 *****
BLEU Score: 0.050097
METEOR Score: 0.539703
ROUGE Score: 0.000000
***** Case No.792 *****
BLEU Score: 0.237133
METEOR Score: 0.590154
ROUGE Score: 0.342857
***** Case No.793 *****
BLEU Score: 0.470153
METEOR Score: 0.940566
ROUGE Score: 0.533333
***** Case No.794 *****
BLEU Score: 0.316220
METEOR Score: 0.710241
ROUGE Score: 0.358974
***** Case No.795 *****
BLEU Score: 0.315065
METEOR Score: 0.695194
ROUGE Score: 0.388889
***** Case No.796 *****
BLEU Score: 0.258302
METEOR Score: 0.649580
ROUGE Score: 0.333333
***** Case No.797 *****
BLEU Score: 0.281866
METEOR Score: 0.769709
ROUGE Score: 0.384615
***** Case No.798 *****
BLEU Score: 0.402648
METEOR Score: 0.740997
ROUGE Score: 0.428571
***** Case No.799 *****
BLEU Score: 0.288898
METEOR Score: 0.534516
ROUGE Score: 0.320000
***** Case No.800 *****
BLEU Score: 0.076031
METEOR Score: 0.642703
ROUGE Score: 0.133333
***** Case No.801 *****
BLEU Score: 0.253474
METEOR Score: 0.730519
ROUGE Score: 0.384615
***** Case No.802 *****
BLEU Score: 0.642273
METEOR Score: 0.938074
ROUGE Score: 0.666667
***** Case No.803 *****
BLEU Score: 0.352301
METEOR Score: 0.731417
ROUGE Score: 0.307692
***** Case No.804 *****
BLEU Score: 0.033586
METEOR Score: 0.186537
ROUGE Score: 0.105263
***** Case No.805 *****
BLEU Score: 0.673604
METEOR Score: 0.760062
ROUGE Score: 0.714286
***** Case No.806 *****
BLEU Score: 0.673604
METEOR Score: 0.760062
ROUGE Score: 0.714286
***** Case No.807 *****
BLEU Score: 0.651584
METEOR Score: 0.742952
ROUGE Score: 0.692308
***** Case No.808 *****
BLEU Score: 0.676307
METEOR Score: 0.764309
ROUGE Score: 0.740741
***** Case No.809 *****
BLEU Score: 0.471449
METEOR Score: 0.750190
ROUGE Score: 0.533333
***** Case No.810 *****
BLEU Score: 0.574909
METEOR Score: 0.727115
ROUGE Score: 0.615385
***** Case No.811 *****
BLEU Score: 0.398627
METEOR Score: 0.748821
ROUGE Score: 0.333333
***** Case No.812 *****
BLEU Score: 0.568285
METEOR Score: 0.946719
ROUGE Score: 0.580645
***** Case No.813 *****
BLEU Score: 0.930605
METEOR Score: 0.993230
ROUGE Score: 0.956522
***** Case No.814 *****
BLEU Score: 0.087999
METEOR Score: 0.470069
ROUGE Score: 0.193548
***** Case No.815 *****
BLEU Score: 0.357058
METEOR Score: 0.725771
ROUGE Score: 0.387097
***** Case No.816 *****
BLEU Score: 0.261439
METEOR Score: 0.640920
ROUGE Score: 0.285714
***** Case No.817 *****
BLEU Score: 0.481304
METEOR Score: 0.760209
ROUGE Score: 0.500000
***** Case No.818 *****
BLEU Score: 0.654510
METEOR Score: 0.826353
ROUGE Score: 0.702703
***** Case No.819 *****
BLEU Score: 0.376296
METEOR Score: 0.798442
ROUGE Score: 0.484848
***** Case No.820 *****
BLEU Score: 0.445108
METEOR Score: 0.733451
ROUGE Score: 0.533333
***** Case No.821 *****
BLEU Score: 0.269786
METEOR Score: 0.647170
ROUGE Score: 0.363636
***** Case No.822 *****
BLEU Score: 0.260552
METEOR Score: 0.608108
ROUGE Score: 0.500000
***** Case No.823 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.824 *****
BLEU Score: 0.491963
METEOR Score: 0.633895
ROUGE Score: 0.720000
***** Case No.825 *****
BLEU Score: 1.000000
METEOR Score: 0.999772
ROUGE Score: 1.000000
***** Case No.826 *****
BLEU Score: 0.225859
METEOR Score: 0.488029
ROUGE Score: 0.500000
***** Case No.827 *****
BLEU Score: 0.406477
METEOR Score: 0.807764
ROUGE Score: 0.540541
***** Case No.828 *****
BLEU Score: 0.254816
METEOR Score: 0.867732
ROUGE Score: 0.324324
***** Case No.829 *****
BLEU Score: 0.650756
METEOR Score: 0.903902
ROUGE Score: 0.606061
***** Case No.830 *****
BLEU Score: 0.304115
METEOR Score: 0.897999
ROUGE Score: 0.357143
***** Case No.831 *****
BLEU Score: 0.338748
METEOR Score: 0.698385
ROUGE Score: 0.384615
***** Case No.832 *****
BLEU Score: 0.190384
METEOR Score: 0.736036
ROUGE Score: 0.086957
***** Case No.833 *****
BLEU Score: 1.000000
METEOR Score: 0.999624
ROUGE Score: 1.000000
***** Case No.834 *****
BLEU Score: 0.634047
METEOR Score: 0.916322
ROUGE Score: 0.588235
***** Case No.835 *****
BLEU Score: 0.201577
METEOR Score: 0.605023
ROUGE Score: 0.210526
***** Case No.836 *****
BLEU Score: 1.000000
METEOR Score: 0.999711
ROUGE Score: 1.000000
***** Case No.837 *****
BLEU Score: 0.555457
METEOR Score: 0.685434
ROUGE Score: 0.480000
***** Case No.838 *****
BLEU Score: 0.481902
METEOR Score: 0.655844
ROUGE Score: 0.400000
***** Case No.839 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.840 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.841 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 0.869565
***** Case No.842 *****
BLEU Score: 0.628987
METEOR Score: 0.839330
ROUGE Score: 0.645161
***** Case No.843 *****
BLEU Score: 0.773932
METEOR Score: 0.863133
ROUGE Score: 0.777778
***** Case No.844 *****
BLEU Score: 0.800320
METEOR Score: 0.922449
ROUGE Score: 0.782609
***** Case No.845 *****
BLEU Score: 0.604275
METEOR Score: 0.855767
ROUGE Score: 0.457143
***** Case No.846 *****
BLEU Score: 0.762466
METEOR Score: 0.930573
ROUGE Score: 0.640000
***** Case No.847 *****
BLEU Score: 0.669651
METEOR Score: 0.811162
ROUGE Score: 0.666667
***** Case No.848 *****
BLEU Score: 0.186096
METEOR Score: 0.732102
ROUGE Score: 0.206897
***** Case No.849 *****
BLEU Score: 1.000000
METEOR Score: 0.999852
ROUGE Score: 1.000000
***** Case No.850 *****
BLEU Score: 0.761827
METEOR Score: 0.856555
ROUGE Score: 0.764706
***** Case No.851 *****
BLEU Score: 0.311818
METEOR Score: 0.837218
ROUGE Score: 0.272727
***** Case No.852 *****
BLEU Score: 0.930605
METEOR Score: 0.993230
ROUGE Score: 0.960000
***** Case No.853 *****
BLEU Score: 0.925391
METEOR Score: 0.992727
ROUGE Score: 0.956522
***** Case No.854 *****
BLEU Score: 0.395236
METEOR Score: 0.787976
ROUGE Score: 0.514286
***** Case No.855 *****
BLEU Score: 0.374858
METEOR Score: 0.593354
ROUGE Score: 0.434783
***** Case No.856 *****
BLEU Score: 0.392892
METEOR Score: 0.646719
ROUGE Score: 0.434783
***** Case No.857 *****
BLEU Score: 0.800320
METEOR Score: 0.922449
ROUGE Score: 0.782609
***** Case No.858 *****
BLEU Score: 0.511829
METEOR Score: 0.835340
ROUGE Score: 0.538462
***** Case No.859 *****
BLEU Score: 0.800320
METEOR Score: 0.922449
ROUGE Score: 0.782609
***** Case No.860 *****
BLEU Score: 0.828248
METEOR Score: 0.933824
ROUGE Score: 0.814815
***** Case No.861 *****
BLEU Score: 0.437241
METEOR Score: 0.741551
ROUGE Score: 0.470588
***** Case No.862 *****
BLEU Score: 0.543865
METEOR Score: 0.907557
ROUGE Score: 0.564103
***** Case No.863 *****
BLEU Score: 1.000000
METEOR Score: 0.999914
ROUGE Score: 0.896552
***** Case No.864 *****
BLEU Score: 0.680188
METEOR Score: 0.943535
ROUGE Score: 0.642857
***** Case No.865 *****
BLEU Score: 0.102963
METEOR Score: 0.738931
ROUGE Score: 0.000000
***** Case No.866 *****
BLEU Score: 0.547332
METEOR Score: 0.864796
ROUGE Score: 0.480000
***** Case No.867 *****
BLEU Score: 0.562201
METEOR Score: 0.760305
ROUGE Score: 0.571429
***** Case No.868 *****
BLEU Score: 0.546812
METEOR Score: 0.657424
ROUGE Score: 0.740741
***** Case No.869 *****
BLEU Score: 0.246885
METEOR Score: 0.820905
ROUGE Score: 0.296296
***** Case No.870 *****
BLEU Score: 0.314666
METEOR Score: 0.736194
ROUGE Score: 0.416667
***** Case No.871 *****
BLEU Score: 0.782879
METEOR Score: 0.879014
ROUGE Score: 0.800000
***** Case No.872 *****
BLEU Score: 0.366953
METEOR Score: 0.818679
ROUGE Score: 0.272727
***** Case No.873 *****
BLEU Score: 1.000000
METEOR Score: 0.999624
ROUGE Score: 1.000000
***** Case No.874 *****
BLEU Score: 0.043748
METEOR Score: 0.618676
ROUGE Score: 0.000000
***** Case No.875 *****
BLEU Score: 0.602882
METEOR Score: 0.876153
